adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001385613-18-000141	1385613	GREENLIGHT CAPITAL RE, LTD.	6331	KY		GRAND CAYMAN	KY1-1205	65 MARKET STREET, SUITE 1207,	CAMANA BAY, P.O. BOX 31110	345 943 4573	KY		GRAND CAYMAN	KY1-1205	65 MARKET STREET, SUITE 1207,	CAMANA BAY, P.O. BOX 31110			000000000	GREENLIGHT CAPITAL RE, LTD.	20070109	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 16:14:00.0	0	1	glre-20180930.xml	1	
0001385849-18-000068	1385849	ENERGY FUELS INC	1400	US	CO	LAKEWOOD	80228	225 UNION BLVD., SUITE 600		303-974-2140	US	CO	LAKEWOOD	80228	225 UNION BLVD., SUITE 600		CA	ON	000000000			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-02 22:00:00.0	0	1	efr-20180930.xml	1	
0001386278-18-000052	1386278	GREEN DOT CORP	6199	US	CA	PASADENA	91107	3465 E. FOOTHILL BLVD		6267652000	US	CA	PASADENA	91107	3465 E. FOOTHILL BLVD		US	DE	000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-08 20:59:00.0	0	1	gdot-20180930.xml	1	
0001387131-18-005944	1528557	CORINDUS VASCULAR ROBOTICS, INC.	3841	US	MA	WALTHAM	02452	309 WAVERLEY OAKS ROAD	SUITE 105	508-653-3335	US	MA	WALTHAM	02452	309 WAVERLEY OAKS ROAD	SUITE 105	US	DE	300687898	YOUR INTERNET DEFENDER, INC	20110824	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 06:46:00.0	0	1	cvrs-20180930.xml	1	
0001387131-18-005957	1157647	WESTERN NEW ENGLAND BANCORP, INC.	6035	US	MA	WESTFIELD	01085	141 ELM STREET		413-568-1911	US	MA	WESTFIELD	01085	141 ELM STREET				731627673	WESTFIELD FINANCIAL INC	20010816	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 16:36:00.0	0	1	wneb-20180930.xml	1	
0001387131-18-005976	25743	THERAPEUTICSMD, INC.	2834	US	FL	BOCA RATON	33487	6800 BROKEN SOUND PARKWAY NW	THIRD FLOOR	561-961-1911	US	FL	BOCA RATON	33487	6800 BROKEN SOUND PARKWAY NW	THIRD FLOOR	US	NV	870233535	AMHN, INC.	20090930	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 07:01:00.0	0	1	txmd-20180930.xml	1	
0001387131-18-006019	1007273	BANK OF SOUTH CAROLINA CORP	6022	US	SC	CHARLESTON	29402	256 MEETING ST	P O BOX 538	803 724 1500	US	SC	CHARLESTON	29402	256 MEETING STREET		US	SC	571021355			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 09:01:00.0	0	1	bksc-20180930.xml	1	
0001387131-18-006021	1050441	EAGLE BANCORP INC	6022	US	MD	BETHESDA	20814	7830 OLD GEROGETOWN ROAD	3RD FLOOR	240-497-2075	US	MD	BETHESDA	20814	7830 OLD GEROGETOWN ROAD	3RD FLOOR	US	MD	522061461			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 10:03:00.0	0	1	egbn-20180930.xml	1	
0001387131-18-006029	1449792	PIONEER POWER SOLUTIONS, INC.	3612	US	NJ	FORT LEE	07024	400 KELBY STREET, 12TH FLOOR		212-867-0700	US	NJ	FORT LEE	07024	400 KELBY STREET, 12TH FLOOR		US	DE	000000000	SIERRA CONCEPTS, INC.	20081112	5-SML	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 11:17:00.0	0	1	ppsi-20180930.xml	1	
0001387131-18-006048	1501078	OCONEE FEDERAL FINANCIAL CORP.	6035	US	SC	SENECA	29678	115 E. NORTH SECOND STREET		(864) 882-2765	US	SC	SENECA	29678	115 E. NORTH SECOND STREET				320330122			4-NON	0	0630	10-Q	20180930	2019	Q1	20181109	2018-11-09 14:24:00.0	0	1	ofed-20180930.xml	1	
0001387131-18-006055	887247	ADAMIS PHARMACEUTICALS CORP	2834	US	CA	SAN DIEGO	92130	11455 EL CAMINO REAL	SUITE 310	(858) 997-2400	US	CA	SAN DIEGO	92130	11455 EL CAMINO REAL	SUITE 310	US	DE	820429727	CELLEGY PHARMACEUTICALS INC	19950615	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:17:00.0	0	1	admp-20180930.xml	1	
0001387131-18-006076	1363343	USA ZHIMINGDE INTERNATIONAL GROUP CORP	6770	US	NY	NEW YORK	10007	225 BROADWAY	SUITE 910	(212) 608 8858	US	NY	NEW YORK	10007	225 BROADWAY	SUITE 910	US	NV	621299374	MARKETING ACQUISITION CORP	20070321	4-NON	0	1231	10-Q	20180630	2018	Q2	20181113	2018-11-13 09:04:00.0	0	1	zmdc-20180630.xml	1	
0001387131-18-006079	1108645	FRONTIER OILFIELD SERVICES INC	1382	US	TX	DALLAS	75234	3030 LBJ FREEWAY	SUITE 1320	972-243-2610	US	TX	DALLAS	75234	3030 LBJ FREEWAY	SUITE 1320	US	TX	752592165	TBX RESOURCES INC	20000307	5-SML	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 11:01:00.0	0	1	fosi-20180930.xml	1	
0001387131-18-006089	1587246	CYPRESS ENERGY PARTNERS, L.P.	1389	US	OK	TULSA	74105	5727 S. LEWIS AVENUE, SUITE 500		918-748-3900	US	OK	TULSA	74105	5727 S. LEWIS AVENUE, SUITE 500		US	DE	000000000			5-SML	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 12:21:00.0	0	1	celp-20180930.xml	1	
0001387131-18-006096	1615222	MOODY NATIONAL REIT II, INC.	6798	US	TX	HOUSTON	77057	6363 WOODWAY	SUITE 110	713-977-7500	US	TX	HOUSTON	77057	6363 WOODWAY	SUITE 110	US	MD	471436295			5-SML	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 12:55:00.0	0	1	mnrtii-20180930.xml	1	
0001387131-18-006101	949961	INCOME OPPORTUNITY REALTY INVESTORS INC /TX/	6798	US	TX	DALLAS	75234	1603 LBJ FREEWAY	SUITE 800	4685224200	US	TX	DALLAS	75234	1603 LBJ FREEWAY	SUITE 800	US	NV	752615944			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 13:07:00.0	0	1	iot-20180930.xml	1	
0001387131-18-006105	861441	FUTURES PORTFOLIO FUND L.P.	6221	US	MD	GAITHERSBURG	20878	C/O STEBEN & COMPANY, INC.	9711 WASHINGTONIAN BLVD. STE. 400	240-631-7600	US	MD	GAITHERSBURG	20878	C/O STEBEN & COMPANY, INC.	9711 WASHINGTONIAN BLVD. STE. 400	US	MD	521627106	FUTURES PORTFOLIO FUND LP	19920929	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 15:18:00.0	0	1	fpf-20180930.xml	1	
0001387131-18-006111	889348	CPI AEROSTRUCTURES INC	3728	US	NY	EDGEWOOD	11717	200A EXECUTIVE DR		5165865200	US	NY	EDGEWOOD	11717	91 HEARTLAND BLVD		US	NY	112520310			5-SML	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 16:49:00.0	0	1	cvu-20180930.xml	1	
0001387131-18-006115	1360565	WHERE FOOD COMES FROM, INC.	7372	US	CO	CASTLE ROCK	80104	202 6TH STREET	SUITE 400	(303) 895-3002	US	CO	CASTLE ROCK	80104	202 6TH STREET	SUITE 400			431802805	INTEGRATED MANAGEMENT INFORMATION, INC.	20060425	5-SML	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 17:29:00.0	0	1	wfcf-20180930.xml	1	
0001387131-18-006141	1377149	CAREVIEW COMMUNICATIONS INC	3663	US	TX	LEWISVILLE	75067	405 STATE HIGHWAY 121	SUITE B-240	972-943-6050	US	TX	LEWISVILLE	75067	405 STATE HIGHWAY 121	SUITE B-240	US	NV	954659068			5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 07:01:00.0	0	1	crvw-20180930.xml	1	
0001387131-18-006142	1282723	MEWBOURNE ENERGY PARTNERS 05-A LP	1311	US	TX	TYLER	75701	3901 S BROADWAY		9035612900	US	TX	TYLER	75701	3901 S BROADWAY				000000000	MEWBOURNE ENERGY PARTNERS 05 A LP	20040304	5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 08:02:00.0	0	1	mep-20180930.xml	1	
0001387131-18-006143	1353722	MEWBOURNE ENERGY PARTNERS 06-A, L.P.	1311	US	TX	TYLER	75701	3901 BROADWAY		(903) 561-2900	US	TX	TYLER	75701	3901 BROADWAY		US	DE	203791421			5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 08:03:00.0	0	1	mep-20180930.xml	1	
0001387131-18-006144	1353748	MEWBOURNE ENERGY PARTNERS 07-A, L.P.	1311	US	TX	TYLER	75701	3901 BROADWAY		(903) 561-2900	US	TX	TYLER	75701	3901 BROADWAY		US	DE	000000000			5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 08:03:00.0	0	1	mep-20180930.xml	1	
0001387131-18-006145	1436942	MEWBOURNE ENERGY PARTNERS 08-A LP	1311	US	TX	TYLER	75701	C/O MEWBOURNE DEVELOPMENT CORP	39901 S BROADWAY	903-561-2900	US	TX	TYLER	75701	C/O MEWBOURNE DEVELOPMENT CORP	39901 S BROADWAY	US	DE	000000000			5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 08:04:00.0	0	1	mep-20180930.xml	1	
0001387131-18-006146	1462103	MEWBOURNE ENERGY PARTNERS 09-A, L.P.	1311	US	TX	TYLER	75701	3901 S. BROADWAY		(903) 561-2900	US	TX	TYLER	75701	3901 S. BROADWAY		US	DE	264280211			5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 08:05:00.0	0	1	mep-20180930.xml	1	
0001387131-18-006147	1491262	MEWBOURNE ENERGY PARTNERS 10-A, L.P.	1381	US	TX	TYLER	75701	3901 BROADWAY		(903) 561-2900	US	TX	TYLER	75701	3901 BROADWAY		US	DE	271903816			5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 08:06:00.0	0	1	mep-20180930.xml	1	
0001387131-18-006174	1102238	AMERICAN REALTY INVESTORS INC	6510	US	TX	DALLAS	75234	1603 LBJ FREEWAY	SUITE 800	4695224200	US	TX	DALLAS	75234	1603 LBJ FREEWAY	SUITE 800	US	NV	752847135			4-NON	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 12:26:00.0	0	1	arl-20180930.xml	1	
0001387131-18-006176	733590	TRANSCONTINENTAL REALTY INVESTORS INC	6798	US	TX	DALLAS	75234	1603 LBJ FREEWAY	SUITE 800	4695224200	US	TX	DALLAS	75234	1603 LBJ FREEWAY	SUITE 800	US	NV	946565852	JOHNSTOWN CONSOLIDATED REALTY TRUST /CA/	19890815	4-NON	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 12:37:00.0	0	1	tci-20180930.xml	1	
0001387131-18-006185	1576197	STRATEGIC ENVIRONMENTAL & ENERGY RESOURCES, INC.	4955	US	CO	GOLDEN	80403	751 PINE RIDGE ROAD		(303)295-6498	US	CO	GOLDEN	80403	751 PINE RIDGE ROAD		US	NV	020565834			5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 13:59:00.0	0	1	senr-20180930.xml	1	
0001387131-18-006202	803164	CHOICEONE FINANCIAL SERVICES INC	6022	US	MI	SPARTA	49345-0186	109 E DIVISION	P O BOX 186	6168877366	US	MI	SPARTA	49345-0186	109 EAST DIVISION	P O BOX 186	US	MI	382659066	1ST COMMUNITY BANCORP INC	19920703	5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 16:25:00.0	0	1	cofs-20180930.xml	1	
0001387131-18-006316	1308027	VYSTAR CORP	3060	US	MA	WORCESTER	01609	101 AYLESBURY RD		866-674-5238	US	MA	WORCESTER	01609	101 AYLESBURY RD		US	GA	202027731			4-NON	0	1231	10-Q	20180930	2018	Q3	20181119	2018-11-19 10:46:00.0	0	1	vyst-20180930.xml	1	
0001387131-18-006332	1419582	BLUE SPHERE CORP.	7370	US	NC	CHARLOTTE	28262	301 MCCULLOUGH DRIVE	4TH FLOOR	704-909-2806	US	NC	CHARLOTTE	28262	301 MCCULLOUGH DRIVE	4TH FLOOR	US	NV	980550257	BLUE SPHERE CORP	20100219	5-SML	0	1231	10-Q	20180930	2018	Q3	20181119	2018-11-19 16:40:00.0	0	1	blsp-20180930.xml	1	
0001387131-18-006333	883107	NANOPHASE TECHNOLOGIES CORP	3390	US	IL	ROMEOVILLE	60446	1319 MARQUETTE DRIVE		6303231200	US	IL	ROMEOVILLE	60446	1319 MARQUETTE DRIVE		US	DE	363687863	NANOPHASE TECHNOLOGIES CORPORATION	19970305	4-NON	0	1231	10-Q	20180930	2018	Q3	20181119	2018-11-19 17:10:00.0	0	1	nanx-20180930.xml	1	
0001387131-18-007117	1363343	USA ZHIMINGDE INTERNATIONAL GROUP CORP	6770	US	NY	NEW YORK	10007	225 BROADWAY	SUITE 910	(212) 608 8858	US	NY	NEW YORK	10007	225 BROADWAY	SUITE 910	US	NV	621299374	MARKETING ACQUISITION CORP	20070321	4-NON	0	1231	10-Q	20180930	2018	Q3	20181231	2018-12-31 15:18:00.0	0	1	zmdc-20180930.xml	1	
0001387467-18-000055	1387467	ALPHA & OMEGA SEMICONDUCTOR LTD	3674	US	CA	SUNNYVALE	94085	475 OAKMEAD PARKWAY		408-830-9742	US	CA	SUNNYVALE	94085	475 OAKMEAD PARKWAY				000000000	ALPHA & OMEGA SEMICONDUCTOR LTD	20070123	2-ACC	0	0630	10-Q	20180930	2019	Q1	20181105	2018-11-05 17:17:00.0	0	1	aosl-20180930.xml	1	
0001388410-18-000084	1388410	PARALLAX HEALTH SCIENCES, INC.	5912	US	CA	SANTA MONICA	90401	1327 OCEAN AVENUE, SUITE M		310-899-4442	US	CA	SANTA MONICA	90401	1327 OCEAN AVENUE, SUITE M		US	NV	464733512	ENDEAVOR POWER CORP.	20140110	5-SML	0	1231	10-Q/A	20180930	2018	Q3	20181116	2018-11-15 20:35:00.0	0	1	prlx-20180930.xml	1	
0001388430-18-000011	1388430	CAI INTERNATIONAL, INC.	7359							415-788-0100	US	CA	SAN FRANCISCO,	94105	STEUART TOWER, 1 MARKET PLAZA, SUITE 900				943109229			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 17:15:00.0	0	1	cai-20180930.xml	1	
0001389050-18-000067	1389050	ARCHROCK, INC.	4922	US	TX	HOUSTON	77024	9807 KATY FREEWAY	STE 100	281-836-8000	US	TX	HOUSTON	77024	9807 KATY FREEWAY	STE 100			743204509	EXTERRAN HOLDINGS INC.	20070619	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 14:54:00.0	0	1	aroc-20180930.xml	1	
0001390478-18-000035	1390478	SELLAS LIFE SCIENCES GROUP, INC.	2834	US	NY	NEW YORK	10018	15 WEST 38TH STREET	10TH FLOOR	(917) 438-4353	US	NY	NEW YORK	10018	15 WEST 38TH STREET	10TH FLOOR	US	DE	000000000	GALENA BIOPHARMA, INC.	20110926	4-NON	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 16:41:00.0	0	1	gale-20180930.xml	1	
0001390777-18-000129	1390777	BANK OF NEW YORK MELLON CORP	6022	US	NY	NEW YORK	10286	240 GREENWICH STREET		212-495-1784	US	NY	NEW YORK	10286	240 GREENWICH STREET		US	DE	132614959	BANK OF NEW YORK MELLON CORP	20070221	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-06 07:06:00.0	0	1	bk-20180930.xml	1	
0001390844-18-000018	1390844	WABCO HOLDINGS INC.	3711	US	MI	ROCHESTER HILLS	48309	2770 RESEARCH DRIVE		248-270-9299	US	MI	ROCHESTER HILLS	48309	2770 RESEARCH DRIVE		US	DE	208481962			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181018	2018-10-18 07:02:00.0	0	1	wbc-20180930.xml	1	
0001391127-18-000179	1391127	LIMELIGHT NETWORKS, INC.	7389	US	AZ	TEMPE	85281	222 SOUTH MILL AVENUE, 8TH FLOOR		602-850-5000	US	AZ	TEMPE	85281	222 SOUTH MILL AVENUE, 8TH FLOOR		US	DE	201677033			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181019	2018-10-19 15:10:00.0	0	1	llnw-20180930.xml	1	
0001391609-18-000291	1434601	MUSIC OF YOUR LIFE INC	4832	US	NV	LAS VEGAS	89103	3225 MCLEOD DRIVE	SUITE 100	(702) 871-8535	US	NV	LAS VEGAS	89103	3225 MCLEOD DRIVE	SUITE 100			262091212	ZHONG SEN INTERNATIONAL TEA CO	20080507	4-NON	0	0531	10-Q/A	20180831	2018	Q1	20181026	2018-10-25 20:20:00.0	0	1	myli-20180831.xml	1	
0001392091-18-000088	1392091	BLUEKNIGHT ENERGY PARTNERS, L.P.	4610	US	OK	OKLAHOMA CITY	73103	201 NW 10TH, SUITE 200		(405) 278-6400	US	OK	OKLAHOMA CITY	73103	201 NW 10TH, SUITE 200		US	DE	208536826	SEMGROUP ENERGY PARTNERS, L.P.	20070305	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 16:34:00.0	0	1	bkep-20180930.xml	1	
0001392972-18-000132	1392972	PROS HOLDINGS, INC.	7371	US	TX	HOUSTON	77002	3100 MAIN STREET	SUITE 900	713-335-5151	US	TX	HOUSTON	77002	3100 MAIN STREET	SUITE 900	US	DE	760168604			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181025	2018-10-25 16:27:00.0	0	1	pro-20180930.xml	1	
0001393066-18-000010	1393066	RESOLUTE FOREST PRODUCTS INC.	2621	CA	QC	MONTREAL	H3C 2MI	111 DUKE STREET	SUITE 5000	514-875-2515	CA	QC	MONTREAL	H3C 2MI	111 DUKE STREET	SUITE 5000	US	DE	980526415	ABITIBIBOWATER INC.	20070313	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 17:07:00.0	0	1	rfp-20180930.xml	1	
0001393311-18-000028	1393311	PUBLIC STORAGE	6798	US	CA	GLENDALE	91201-2349	701 WESTERN AVENUE		818-244-8080	US	CA	GLENDALE	91201-2349	701 WESTERN AVENUE		US	MD	953551121			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 17:15:00.0	0	1	psa-20180930.xml	1	
0001393612-18-000051	1393612	DISCOVER FINANCIAL SERVICES	6141	US	IL	RIVERWOODS	60015	2500 LAKE COOK ROAD		224-405-0900	US	IL	RIVERWOODS	60015	2500 LAKE COOK ROAD		US	DE	362517428			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 16:49:00.0	0	1	dfs-20180930.xml	1	
0001393726-18-000063	1393726	TIPTREE INC.	6331	US	NY	NEW YORK	10017	780 THIRD AVENUE	21ST FLOOR	212-446-1410	US	NY	NEW YORK	10017	780 THIRD AVENUE	21ST FLOOR	US	MD	383754322	TIPTREE FINANCIAL INC.	20130701	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 16:11:00.0	0	1	tipt-20180930.xml	1	
0001393883-18-000047	1393883	DHI GROUP, INC.	7389	US	NY	NEW YORK	10018	1040 AVENUE OF THE AMERICAS, 8TH FLOOR		212-725-6550	US	NY	NEW YORK	10018	1040 AVENUE OF THE AMERICAS, 8TH FLOOR		US	DE	203179218	DICE HOLDINGS, INC.	20070321	5-SML	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 07:16:00.0	0	1	dhx-20180930.xml	1	
0001393905-18-000296	1493712	CELL MEDX CORP.	5900	US	NV	CARSON CITY	89706	123 W. NYE LN, SUITE 446		(844) 238-2692	US	NV	CARSON CITY	89706	123 W. NYE LN, SUITE 446		US	NV	383939625	SPORTS ASYLUM, INC.	20140324	5-SML	0	0531	10-Q/A	20180831	2019	Q1	20181016	2018-10-15 20:54:00.0	0	1	cmxc-20180831.xml	1	
0001393905-18-000304	1431074	BERGIO INTERNATIONAL, INC.	3910	US	NJ	EAST FAIRFIELD	07004	12 DANIEL ROAD		(973) 227-3230	US	NJ	EAST FAIRFIELD	07004	12 DANIEL ROAD		US	DE	000000000	ALBA MINERAL EXPLORATION	20080328	5-SML	0	1231	10-K/A	20171231	2017	FY	20181022	2018-10-22 12:13:00.0	0	1	brgo-20171231.xml	1	
0001393905-18-000311	1448597	BULLFROG GOLD CORP.	1000	US	CO	GRAND JUNCTION	81505	897 QUAIL RUN DRIVE		970-241-0347	US	CO	GRAND JUNCTION	81505	897 QUAIL RUN DRIVE		US	DE	412252162	KOPR RESOURCES CORP.	20081023	5-SML	0	1231	10-Q	20180930	2018	Q3	20181026	2018-10-26 14:33:00.0	0	1	bfgc-20180930.xml	1	
0001393905-18-000316	1431074	BERGIO INTERNATIONAL, INC.	3910	US	NJ	EAST FAIRFIELD	07004	12 DANIEL ROAD		(973) 227-3230	US	NJ	EAST FAIRFIELD	07004	12 DANIEL ROAD		US	DE	000000000	ALBA MINERAL EXPLORATION	20080328	5-SML	0	1231	10-Q	20180331	2018	Q1	20181102	2018-11-02 11:36:00.0	0	1	brgo-20180331.xml	1	
0001393905-18-000319	733337	PWRCOR, INC.	6153	US	NY	NEW YORK	10165	60 EAST 42ND STREET	46TH FLOOR	212-796-4097	US	NY	NEW YORK	10165	60 EAST 42ND STREET	46TH FLOOR	US	DE	133186327	RECEIVABLE ACQUISITION & MANAGEMENT CORP	20040824	4-NON	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 12:28:00.0	0	1	pwco-20180930.xml	1	
0001393905-18-000321	1429393	TRUTANKLESS, INC.	3630	US	AZ	SCOTTSDALE	85260	15720 N. GREENWAY HAYDEN LOOP	SUITE 2	(480) 275-7572	US	AZ	SCOTTSDALE	85260	15720 N. GREENWAY HAYDEN LOOP	SUITE 2	US	NV	262137574	BOLLENTE COMPANIES INC.	20101122	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:15:00.0	0	1	tkls-20180930.xml	1	
0001393905-18-000324	1550518	CANTABIO PHARMACEUTICALS INC.	2834	US	CA	SUNNYVALE	94085	1250 OAKMEAD PKWY		844-200-2826	US	CA	SUNNYVALE	94085	1250 OAKMEAD PKWY		US	DE	990373067	LION CONSULTING GROUP INC.	20120521	4-NON	0	0331	10-Q	20180930	2019	Q2	20181113	2018-11-13 12:54:00.0	0	1	ctbo-20180930.xml	1	
0001393905-18-000327	1082027	NORTHSTAR ELECTRONICS INC	3663	CA	BC	VANCOUVER	V6C 2G8	1000-355 BURRARD ST.		778-838-3313	CA	BC	VANCOUVER	V6C 2G8	1000-355 BURRARD ST.		US	DE	330803434	SCIENTIFIC TECHNOLOGIES INC /DE/	19990317	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 15:28:00.0	0	1	neik-20180930.xml	1	
0001393905-18-000332	1643988	INTERLINK PLUS, INC.	7363	US	NV	LAS VEGAS	89118	4952 S RAINBOW BLVD, SUITE 326		702-815-7557	US	NV	LAS VEGAS	89118	4952 S RAINBOW BLVD, SUITE 326		US	NV	473975872			5-SML	0	0630	10-Q	20180930	2019	Q1	20181113	2018-11-13 17:31:00.0	0	1	itrk-20180930.xml	1	
0001393905-18-000337	1143238	TRITON EMISSION SOLUTIONS INC.	4813	PR		SAN JUAN	00901	151 SAN FRANCISCO ST.	SUITE 201	1-800-648-4287	PR		SAN JUAN	00901	151 SAN FRANCISCO ST.	SUITE 201	US	DE	330953557	POLY SHIELD TECHNOLOGIES INC.	20120713	5-SML	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 14:19:00.0	0	1	dsox-20180930.xml	1	
0001393905-18-000344	1403802	SPINDLE, INC.	7389	US	AZ	MESA	85210	1201 S. ALMA SCHOOL ROAD	SUITE 12500	(800) 560-9198	US	AZ	MESA	85210	1201 S. ALMA SCHOOL ROAD	SUITE 12500	US	NV	208241820	COYOTE HILLS GOLF, INC.	20070620	5-SML	0	1231	10-Q	20180930	2018	Q3	20181119	2018-11-19 16:05:00.0	0	1	spdl-20180930.xml	1	
0001393905-18-000348	1334589	PLYZER TECHNOLOGIES INC.	1000	CA	ON	TORONTO	M5R 2G3	47 AVENUE RD	SUITE 200	416-929-1806	CA	ON	TORONTO	M5R 2G3	47 AVENUE RD	SUITE 200	US	NV	000000000	ZD VENTURES CORP	20130814	5-SML	0	0331	10-Q	20180930	2019	Q2	20181119	2018-11-19 16:30:00.0	0	1	plyz-20180930.xml	1	
0001393905-18-000353	1575659	HOLLY BROTHERS PICTURES, INC.	3842	US	CA	SOLANA BEACH	92075	462 STEVENS AVE	#310	858-987-4910	US	CA	SOLANA BEACH	92075	462 STEVENS AVE	#310	US	NV	462111820	POWERMEDCHAIRS	20130430	4-NON	0	0331	10-K	20180331	2018	FY	20181206	2018-12-06 13:03:00.0	0	1	hlly-20180331.xml	1	
0001393905-18-000361	1431074	BERGIO INTERNATIONAL, INC.	3910	US	NJ	EAST FAIRFIELD	07004	12 DANIEL ROAD		(973) 227-3230	US	NJ	EAST FAIRFIELD	07004	12 DANIEL ROAD		US	DE	000000000	ALBA MINERAL EXPLORATION	20080328	5-SML	0	1231	10-Q	20180630	2018	Q2	20181214	2018-12-14 16:17:00.0	0	1	brgo-20180630.xml	1	
0001393905-18-000363	1358654	RED METAL RESOURCES, LTD.	1000	CA	ON	THUNDER BAY	P7B 1R8	278 BAY STREET	SUITE 102	807-345-5380	CA	ON	THUNDER BAY	P7B 1R8	278 BAY STREET	SUITE 102	US	NV	202138504	RED LAKE EXPLORATION INC.	20060407	5-SML	0	0131	10-Q	20181031	2019	Q3	20181217	2018-12-17 16:23:00.0	0	1	rmes-20181031.xml	1	
0001393905-18-000370	1663641	ANDO HOLDINGS LTD.	7310	HK		TSIM SHA TSUI, KOWLOON	00000	ROOM 1107, 11/F	LIPPO SUN PLAZA, 28 CANTON ROAD	852 23519122	HK		TSIM SHA TSUI, KOWLOON	00000	ROOM 1107, 11/F	LIPPO SUN PLAZA, 28 CANTON ROAD	US	NV	474933278	PC MOBILE MEDIA CORP.	20160113	4-NON	0	0930	10-K	20180930	2018	FY	20181231	2018-12-31 14:44:00.0	0	1	adhg-20180930.xml	1	
0001394074-18-000020	1394074	SPECTRA ENERGY PARTNERS, LP	4922	US	TX	HOUSTON	77056	5400 WESTHEIMER COURT		713-627-5400	US	TX	HOUSTON	77056	5400 WESTHEIMER COURT		US	DE	412232463			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-01 18:34:00.0	0	1	sep-20180930.xml	1	
0001394156-18-000088	1394156	DIVERSIFIED RESTAURANT HOLDINGS, INC.	5812	US	MI	SOUTHFIELD	48034	27680 FRANKLIN ROAD		(833) 374-7282	US	MI	SOUTHFIELD	48034	27680 FRANKLIN ROAD		US	NV	030606420	DIVERSIFIED RESTAURANTS HOLDING, INC.	20070322	4-NON	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 15:08:00.0	0	1	bagr-20180930.xml	1	
0001395942-18-000137	1395942	KAR AUCTION SERVICES, INC.	5500	US	IN	CARMEL	46032	13085 HAMILTON CROSSING BOULEVARD		(800) 923-3725	US	IN	CARMEL	46032	13085 HAMILTON CROSSING BOULEVARD		US	DE	208744739	KAR HOLDINGS, INC.	20070409	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 14:07:00.0	0	1	kar-20180930.xml	1	
